auc_delta	cluster	cluster_top_signature	collection	dataset_id	doi	evidence_note	expected_cluster_label	leading_overlap_genes	mean_metric_background	mean_metric_in_pathway	notes	overlap_marker_genes	overlap_n	p_adj_bh	p_value	panel	pathway_name	pathway_priority_label	pathway_size_in_ranked_genes	ranked_gene_n	reference	reference_marker_genes	significant_fdr_0_05	status	summary_id	support_status	url	value
0.18339702135998437	0	t_nk	reactome	pdac_gse263733				AAK1;ACTB;ACTR3;ADRB2;AKT3;APOB;ARF6;ARPC2;ARPC3;ARPC4;ARPC5;ARRB2;BIN1;CALM1;CALR;CAPZA1;CAPZB;CD3D;CD3G;CHMP4A;CNIH2;CSNK1D;CTSC;CYTH1;CYTH4;DCTN3;DENND1C;DENND2D;DNAJC6;FNBP1	1.5822402955181718	2.9322367920540273				1.1264313102825062e-07	4.230549816593465e-09	figure4_pathway_top_hits	REACTOME_VESICLE_MEDIATED_TRANSPORT	background_significant_pathway	84	3000			True					
0.24063135162601623	0	t_nk	reactome	pdac_gse263733				ABHD17A;ACTB;APBB1IP;ARRB2;CALM1;CAMK2B;CNKSR2;CSK;DUSP2;FGF10;FGF17;FGF22;FLT3LG;FYN;IL2;IL2RB;IL2RG;IL5RA;IQGAP1;JAK1;JAK3;KIT;KLB;LAT;MAP2K2;MAPK1;NCAM1;PIK3R1;PPP2R5C;PRKCQ	1.5628906473259347	5.134737528278492				1.1949187994726977e-07	4.538456514923814e-09	figure4_pathway_top_hits	REACTOME_MAPK1_MAPK3_SIGNALING	background_significant_pathway	48	3000			True					
0.2200940679936334	0	t_nk	reactome	pdac_gse263733				AKT3;BUB3;CCND2;CCND3;CCNH;CDKN1B;CDKN2D;CENPC;CENPI;CEP78;CHMP4A;CSNK1D;DBF4;DCTN3;EML4;HAUS3;HSP90AA1;KIF2A;LBR;LPIN1;MAPK1;NUP210;OFD1;OPTN;PAFAH1B1;PCM1;PPP1R12A;PPP2R5C;PRKCB;PSMA7	1.5966886983927424	2.825714963047128				1.3872047821031418e-07	5.34041277617172e-09	figure4_pathway_top_hits	REACTOME_CELL_CYCLE_MITOTIC	background_significant_pathway	57	3000			True					
0.3286150313620072	0	t_nk	reactome	pdac_gse263733				DNMT1;EML4;GZMB;IL10RA;IRF4;JUNB;MAPK1;MECP2;MSN;MYH9;NPM1;PIK3R1;PLCG1;PRF1;RNF213;RPS27A;RPS6;SKP1;TNRC6C;TPM3;UBA52;UBB;UBC;ZAP70	1.5899604719112783	5.349926160648465				3.0721182454917086e-07	1.2576934789055259e-08	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_ALK_IN_CANCER	background_significant_pathway	24	3000			True					
0.18418410190562085	0	t_nk	reactome	pdac_gse263733				ACTB;ADCYAP1;AKT3;ARF6;ATP6V1G2;BAX;CALM1;CDC42;CDK5R1;CDK5R2;COL11A1;COL11A2;COL5A3;COL6A2;CSK;CYBA;CYFIP2;DIAPH1;DNMT1;ELMO1;FGF10;FGF17;FGF22;FGFBP2;FLT3LG;FYN;GRAP2;HGFAC;HNRNPA1;HNRNPF	1.5659698621302032	3.672606302038222				3.5752692853193984e-07	1.4771065591929908e-08	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	background_significant_pathway	77	3000			True					
0.35951376260174084	0	t_nk	reactome	pdac_gse263733				CD247;CD3D;CD3E;CD3G;HLA-DPA1;HLA-DPB1;INPP5D;LCK;PIK3R1;PRKCQ;PSMA7;PSMB6;RPS27A;SKP1;TRAT1;UBA52;UBB;UBC;UBE2D2	1.589050132454164	6.482218285140238				6.517626396985983e-07	2.839604364508447e-08	figure4_pathway_top_hits	REACTOME_DOWNSTREAM_TCR_SIGNALING	manuscript_interpretable_candidate	19	3000			True					
0.35951376260174084	0	t_nk	reactome	pdac_gse263733				CD247;CD3D;CD3E;CD3G;HLA-DPA1;HLA-DPB1;INPP5D;LCK;PIK3R1;PRKCQ;PSMA7;PSMB6;RPS27A;SKP1;TRAT1;UBA52;UBB;UBC;UBE2D2	1.589050132454164	6.482218285140238				6.517626396985983e-07	2.839604364508447e-08	figure4_pathway_interpretable_hits	REACTOME_DOWNSTREAM_TCR_SIGNALING	manuscript_interpretable_candidate	19	3000			True					
0.40177554438860974	0	t_nk	reactome	pdac_gse263733				B2M;G3BP2;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HSP90AA1;JAK1;KPNA2;NUP210;RPS27A;UBA52;UBB;UBC	1.577439305699513	10.097617650032044				7.837622674043433e-07	3.444138414509227e-08	figure4_pathway_top_hits	REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES	low_specificity_housekeeping_or_infection_proxy	15	3000			True					
0.34369966442953015	0	t_nk	reactome	pdac_gse263733				AKT3;BTLA;CD247;CD3D;CD3E;CD3G;CDC42;CSK;FYN;GRAP2;HLA-DPA1;HLA-DPB1;LCK;PDCD1;PIK3CD;PIK3CG;PIK3R1;PIK3R5;PPP2R5C;PRR5	1.5864373633141111	6.626862479373813				1.1229487686629114e-06	5.082265788690359e-08	figure4_pathway_top_hits	REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	background_significant_pathway	20	3000			True					
0.34012583892617454	0	t_nk	reactome	pdac_gse263733				APOBEC3G;B2M;CD247;CD8B;DOCK2;ELMO1;FYN;HLA-A;LCK;NPM1;NUP210;PPIA;PSIP1;PSMA7;PSMB6;RPS27A;SKP1;UBA52;UBB;UBC	1.579978602238612	7.589217879623175				1.4815423762421162e-06	6.880925360878744e-08	figure4_pathway_top_hits	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	background_significant_pathway	20	3000			True					
0.3058667172963736	0	t_nk	reactome	pdac_gse263733				AKAP13;ARAP2;ARHGAP30;ARHGAP4;ARHGAP9;ARHGDIB;ARHGEF1;ARHGEF18;ARHGEF3;DEF6;DIAPH1;DOCK2;HMOX2;IQGAP1;LBR;PIK3R1;PKN1;PREX1;ROCK1;STK10;STOM;TAGAP;VAV3	1.6014744981107898	4.023087451639383				3.745326597217351e-06	1.9060723152035722e-07	figure4_pathway_top_hits	REACTOME_RHOA_GTPASE_CYCLE	background_significant_pathway	23	3000			True					
0.27121948954839303	0	t_nk	reactome	pdac_gse263733				APOBEC3G;B2M;CCNH;CCR5;CD247;CD8B;CHMP4A;CXCR4;DOCK2;ELMO1;FYN;GTF2H4;HLA-A;LCK;NPM1;NUP210;POLR2A;PPIA;PSIP1;PSMA7;PSMB6;RPS27A;SKP1;TAF7;UBA52;UBB;UBC;VPS37B;XRCC5	1.576075536914255	6.124143865216395				4.278399151525285e-06	2.1960174846073703e-07	figure4_pathway_top_hits	REACTOME_HIV_INFECTION	background_significant_pathway	29	3000			True					
0.36402479892761397	0	t_nk	reactome	pdac_gse263733				B2M;FYN;GRAP2;HLA-B;HLA-C;HLA-E;KLRC2;KLRD1;KLRK1;LAT;LCK;LCP2;PIK3R1;PLCG1;TYROBP;VAV3	1.57725792342139	9.59893429838121				4.321396758898703e-06	2.2479378445351e-07	figure4_pathway_top_hits	REACTOME_DAP12_INTERACTIONS	background_significant_pathway	16	3000			True					
0.22838137472283815	0	t_nk	reactome	pdac_gse263733				AKT3;ATM;BAX;BTG2;CCNH;CDK13;CDK5R1;CDKN1B;CNOT2;CNOT6L;DDIT4;GLS;GTF2H4;HIPK1;JMY;MEAF6;MT-CO1;MT-CO2;MT-CO3;NPM1;PHF20;PIN1;PIP4K2A;POLR2A;POU4F1;PPP2R5C;PRR5;RBL2;RGCC;RPA2	1.5992710023190564	3.1189682049131613				4.321396758898703e-06	2.2425622067193218e-07	figure4_pathway_top_hits	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	manuscript_interpretable_candidate	41	3000			True					
0.22838137472283815	0	t_nk	reactome	pdac_gse263733				AKT3;ATM;BAX;BTG2;CCNH;CDK13;CDK5R1;CDKN1B;CNOT2;CNOT6L;DDIT4;GLS;GTF2H4;HIPK1;JMY;MEAF6;MT-CO1;MT-CO2;MT-CO3;NPM1;PHF20;PIN1;PIP4K2A;POLR2A;POU4F1;PPP2R5C;PRR5;RBL2;RGCC;RPA2	1.5992710023190564	3.1189682049131613				4.321396758898703e-06	2.2425622067193218e-07	figure4_pathway_interpretable_hits	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	manuscript_interpretable_candidate	41	3000			True					
0.2940608198924731	0	t_nk	reactome	pdac_gse263733				B2M;CAMK2B;GBP4;GBP5;GBP6;HLA-A;HLA-B;HLA-C;HLA-DPA1;HLA-DPB1;HLA-E;HLA-F;IFNG;IRF1;IRF2;IRF4;IRF9;JAK1;MAPK1;NCAM1;OASL;SMAD7;SOCS1;SUMO1	1.579545781672516	6.641347750254984				5.791360478091951e-06	3.0778497939906515e-07	figure4_pathway_top_hits	REACTOME_INTERFERON_GAMMA_SIGNALING	manuscript_interpretable_candidate	24	3000			True					
0.2940608198924731	0	t_nk	reactome	pdac_gse263733				B2M;CAMK2B;GBP4;GBP5;GBP6;HLA-A;HLA-B;HLA-C;HLA-DPA1;HLA-DPB1;HLA-E;HLA-F;IFNG;IRF1;IRF2;IRF4;IRF9;JAK1;MAPK1;NCAM1;OASL;SMAD7;SOCS1;SUMO1	1.579545781672516	6.641347750254984				5.791360478091951e-06	3.0778497939906515e-07	figure4_pathway_interpretable_hits	REACTOME_INTERFERON_GAMMA_SIGNALING	manuscript_interpretable_candidate	24	3000			True					
0.2488024838884293	0	t_nk	reactome	pdac_gse263733				AKT3;BAX;BCL2;CASP4;CASP8;CHMP4A;DAPK2;FASLG;GZMB;HMGB1;HMGB2;HSP90AA1;IRF1;IRF2;MAPK1;PPP3CC;PRKCQ;PSMA7;PSMB6;ROCK1;RPS27A;SPTAN1;STK26;STUB1;TFDP2;UBA52;UBB;UBC;UBE2L3;VIM	1.6044610005212971	3.0207516277829805				7.163994999260699e-06	3.9149719150889454e-07	figure4_pathway_top_hits	REACTOME_PROGRAMMED_CELL_DEATH	background_significant_pathway	33	3000			True					
0.3514577747989276	0	t_nk	reactome	pdac_gse263733				CD101;CD247;CD3D;CD3E;CD3G;EVL;GRAP2;HLA-DPA1;HLA-DPB1;ITK;LAT;LCK;LCP2;PLCG1;WAS;ZAP70	1.589718741050487	7.2749918105546385				9.815620516961315e-06	5.511493961636495e-07	figure4_pathway_top_hits	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	background_significant_pathway	16	3000			True					
0.1369278597407919	0	t_nk	reactome	pdac_gse263733				ADCY2;ADCYAP1;ADGRE5;ADRB2;AKAP13;AKT3;ANXA1;ARHGEF1;ARHGEF18;ARHGEF3;ARHGEF6;ARRB2;CALM1;CAMK2B;CAMK4;CCL4;CCL4L2;CCL5;CCR3;CCR5;CCR9;CDC42;CNR2;CX3CR1;CXCL13;CXCR1;CXCR2;CXCR3;CXCR4;CXCR5	1.5766894212186646	2.7808776490661935				1.0627719170447026e-05	6.007405578036722e-07	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_GPCR	background_significant_pathway	108	3000			True					
0.30202688661903165	0	t_nk	reactome	pdac_gse263733				ANXA1;BCL2;FASLG;GATA3;HSP90AA1;HSPA8;IL2RG;IRF4;ITGAM;ITGB2;JAK1;JAK3;JUNB;PIK3R1;POMC;RORA;S1PR1;SOCS1;TGFB1;TNFRSF1B;VIM	1.5969487642819333	4.895724927030859				1.4022645280893998e-05	8.216085122326624e-07	figure4_pathway_top_hits	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	background_significant_pathway	21	3000			True					
0.36927088316907475	0	t_nk	reactome	pdac_gse263733				AKT3;CDKN1B;CSK;FLT3LG;FYN;GRAP2;LCK;PIK3R1;RPS27A;SLA;SLA2;UBA52;UBB;UBC	1.5970156361743164	6.530850189072745				1.4162879725061977e-05	8.324847613041125e-07	figure4_pathway_top_hits	REACTOME_FLT3_SIGNALING	background_significant_pathway	14	3000			True					
0.30956584685464084	0	t_nk	reactome	pdac_gse263733				ACTB;AKT3;CALM1;CDC42;CYBA;CYFIP2;ELMO1;FYN;HSP90AA1;NCKAP1L;PIK3R1;PLCG1;PRKACB;PRKCB;PRR5;PTK2B;ROCK1;SH2D2A;VAV3	1.5977050767404193	5.124303078965137				2.3787134413109933e-05	1.474132273488503e-06	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_VEGF	background_significant_pathway	19	3000			True					
0.25960807763700466	0	t_nk	reactome	pdac_gse263733				AAK1;ACTB;ACTR3;ADRB2;APOB;ARF6;ARPC2;ARPC3;ARPC4;ARPC5;ARRB2;BIN1;CD3D;CD3G;DNAJC6;FNBP1;HSPA8;IL7R;PACSIN1;RPS27A;SH3KBP1;SYT11;TF;UBA52;UBB;UBC;VAMP2	1.5926960357472681	4.6309362217370005				2.446731489659787e-05	1.530068706209782e-06	figure4_pathway_top_hits	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	background_significant_pathway	27	3000			True					
0.3166405842462181	0	t_nk	reactome	pdac_gse263733				ATM;CBX6;CDKN1B;CDKN2D;ETS1;MAPK1;RPS27A;TERF1;TERF2IP;TFDP2;TINF2;TNIK;TNRC6B;TNRC6C;UBA52;UBB;UBC;UBE2S	1.6062151828832614	3.910384272535642				2.566962587564137e-05	1.6240521974963496e-06	figure4_pathway_top_hits	REACTOME_CELLULAR_SENESCENCE	background_significant_pathway	18	3000			True					
0.40384439916055836	0	t_nk	reactome	pdac_gse263733				B2M;CALR;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HSPA5;PDIA3;TAP1;TAPBP	1.585879552130101	10.902419176968662				2.665296953383644e-05	1.691775343180604e-06	figure4_pathway_top_hits	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	manuscript_interpretable_candidate	11	3000			True					
0.40384439916055836	0	t_nk	reactome	pdac_gse263733				B2M;CALR;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;HSPA5;PDIA3;TAP1;TAPBP	1.585879552130101	10.902419176968662				2.665296953383644e-05	1.691775343180604e-06	figure4_pathway_interpretable_hits	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	manuscript_interpretable_candidate	11	3000			True					
0.27808123147025743	0	t_nk	reactome	pdac_gse263733				ATM;BUB3;CDKN1B;CENPC;CENPI;DBF4;KIF2A;PAFAH1B1;PHF20;PPP2R5C;PSMA7;PSMB6;RNF168;RPA2;RPS27;RPS27A;UBA52;UBB;UBC;UBE2S;YWHAB;YWHAQ;YWHAZ	1.6035524056123198	3.7541339458978693				3.00761206840581e-05	1.948593734460102e-06	figure4_pathway_top_hits	REACTOME_CELL_CYCLE_CHECKPOINTS	background_significant_pathway	23	3000			True					
0.20382851884766928	0	t_nk	reactome	pdac_gse263733				BUB3;CENPC;CENPI;CEP78;CHMP4A;CSNK1D;DCTN3;EML4;HAUS3;HSP90AA1;KIF2A;LBR;LPIN1;MAPK1;NUP210;OFD1;PAFAH1B1;PCM1;PPP2R5C;PRKCB;PSMA7;PSMB6;PTTG1;RPS27;RPS27A;SET;SFI1;SIRT2;SSNA1;SUMO1	1.602795721147629	2.8058987169764764				3.0672887109398676e-05	1.9987778078800637e-06	figure4_pathway_top_hits	REACTOME_M_PHASE	background_significant_pathway	43	3000			True					
0.2772341575265441	0	t_nk	reactome	pdac_gse263733				CMC1;COQ10B;IDH2;ISCA1;ISCU;LDHA;LDHB;MT-ATP6;MT-CO1;MT-CO2;MT-CO3;MT-CYB;MT-ND3;MT-ND5;NDUFA12;NDUFB2;NDUFB7;RPS27A;SDHA;UBA52;UBB;UBC;UCP2	1.6059917260598306	3.4384010340613513				3.1903595939285633e-05	2.084967396595568e-06	figure4_pathway_top_hits	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	background_significant_pathway	23	3000			True					
0.288943237583721	0	t_nk	reactome	pdac_gse263733				AIP;BOLA2;CAPZA1;CDC42;CFL1;CNN2;HNRNPA2B1;HNRNPDL;HNRNPF;IFNG;IL12RB1;IL12RB2;IL27RA;JAK1;LCP1;MSN;PDCD4;PPIA;PSME2;RAP1B;STAT4	1.5997345969165335	4.5005346690082835				3.438011504081617e-05	2.266182230859432e-06	figure4_pathway_top_hits	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	background_significant_pathway	21	3000			True					
0.28112980035411195	0	t_nk	reactome	pdac_gse263733				AKAP13;ARHGEF1;ARHGEF18;ARHGEF3;ARHGEF6;CASP8;FASLG;FGD3;MIB2;OPTN;OTULIN;PREX1;RNF31;RPS27A;STUB1;TNFAIP3;UBA52;UBB;UBC;UBE2D2;UBE2L3;VAV3	1.6067794622322376	3.4150615334510803				3.704657400493253e-05	2.490642909627389e-06	figure4_pathway_top_hits	REACTOME_DEATH_RECEPTOR_SIGNALING	background_significant_pathway	22	3000			True					
0.2580052764988878	0	t_nk	reactome	pdac_gse263733				AKT3;BAX;BCL2;CASP8;DAPK2;FASLG;GZMB;HMGB1;HMGB2;MAPK1;PPP3CC;PRKCQ;PSMA7;PSMB6;ROCK1;RPS27A;SPTAN1;STK26;TFDP2;UBA52;UBB;UBC;VIM;YWHAB;YWHAQ;YWHAZ	1.6056855855363708	3.2619869568600106				3.908456991368422e-05	2.6570167715969364e-06	figure4_pathway_top_hits	REACTOME_APOPTOSIS	manuscript_interpretable_candidate	26	3000			True					
0.2580052764988878	0	t_nk	reactome	pdac_gse263733				AKT3;BAX;BCL2;CASP8;DAPK2;FASLG;GZMB;HMGB1;HMGB2;MAPK1;PPP3CC;PRKCQ;PSMA7;PSMB6;ROCK1;RPS27A;SPTAN1;STK26;TFDP2;UBA52;UBB;UBC;VIM;YWHAB;YWHAQ;YWHAZ	1.6056855855363708	3.2619869568600106				3.908456991368422e-05	2.6570167715969364e-06	figure4_pathway_interpretable_hits	REACTOME_APOPTOSIS	manuscript_interpretable_candidate	26	3000			True					
0.32439678284182305	0	t_nk	reactome	pdac_gse263733				B2M;CALM1;CORO1A;HSP90AA1;MAP2K2;MAPK1;RNF213;RPS27A;SFPQ;SH3KBP1;STX1B;UBA52;UBB;UBC;VAMP1;VAMP2	1.5908324978686994	7.067276163958013				4.966602319930014e-05	3.441645551275446e-06	figure4_pathway_top_hits	REACTOME_BACTERIAL_INFECTION_PATHWAYS	background_significant_pathway	16	3000			True					
0.34458425031097506	0	t_nk	reactome	pdac_gse263733				B2M;FYN;GRAP2;HLA-E;KLRC2;KLRD1;KLRK1;LAT;LCK;LCP2;PIK3R1;PLCG1;TYROBP;VAV3	1.5888458713330829	8.27334431878158				5.566194285317615e-05	3.909402183490682e-06	figure4_pathway_top_hits	REACTOME_DAP12_SIGNALING	background_significant_pathway	14	3000			True					
0.2881459731543624	0	t_nk	reactome	pdac_gse263733				AIP;BOLA2;CAPZA1;CDC42;CFL1;CNN2;HNRNPA2B1;HNRNPDL;HNRNPF;IFNG;IL12RB1;IL12RB2;JAK1;LCP1;MSN;PDCD4;PPIA;PSME2;RAP1B;STAT4	1.6000300083993841	4.60155836166814				5.7319519659454836e-05	4.036585891510904e-06	figure4_pathway_top_hits	REACTOME_INTERLEUKIN_12_SIGNALING	background_significant_pathway	20	3000			True					
0.4029765886287625	0	t_nk	reactome	pdac_gse263733				DUSP2;MAP2K2;MAPK1;PPP2R5C;PTPN7;RPS27A;UBA52;UBB;UBC;YWHAB	1.598124116688132	8.172948336601257				6.822845697814808e-05	4.911445939725796e-06	figure4_pathway_top_hits	REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	background_significant_pathway	10	3000			True					
0.2149987954709709	0	t_nk	reactome	pdac_gse263733				ACTB;ACTR3;ADCY2;ARPC2;ARPC3;ARPC4;ARPC5;CALM1;CD247;CD3G;CDC42;CYBA;CYFIP2;ELMO1;FCGR3A;FGR;FYN;GNAI2;GNG2;GNG8;GNGT2;IGKV3-20;IGLV2-14;IGLV3-1;MAPK1;MYH9;NCKAP1L;PLCG1;PRKACB;PRKX	1.585179436521237	4.573244656515973				7.604307664848452e-05	5.554028971671306e-06	figure4_pathway_top_hits	REACTOME_LEISHMANIA_INFECTION	background_significant_pathway	35	3000			True					
0.3381255382260071	0	t_nk	reactome	pdac_gse263733				CALM1;NFATC2;NFATC3;PPIA;PRKCB;PSMA7;PSMB6;RASGRP1;REL;RPS27A;SKP1;UBA52;UBB;UBC	1.6022905690432698	5.405782364308834				7.825396653853031e-05	5.76479728471045e-06	figure4_pathway_top_hits	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	background_significant_pathway	14	3000			True					
0.3263986599664992	0	t_nk	reactome	pdac_gse263733				FYN;IL2;IL2RB;IL2RG;IL5RA;INPP5D;JAK1;JAK3;PIK3CD;PIK3R1;RPS27A;UBA52;UBB;UBC;YWHAZ	1.5962794017093491	6.348438544074694				7.944552874328988e-05	5.878223159597411e-06	figure4_pathway_top_hits	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	background_significant_pathway	15	3000			True					
0.2753640563308237	0	t_nk	reactome	pdac_gse263733				ARRB2;ATP2A3;B4GALT1;GZMB;IKZF1;KAT2B;MFNG;MIB2;NCOR1;PSMA7;PSMB6;RPS27A;SKP1;TFDP2;TLE4;TNRC6B;TNRC6C;UBA52;UBB;UBC;YWHAZ	1.6056170019487774	3.666073498005668				8.296716922068999e-05	6.2166949331559255e-06	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_NOTCH	background_significant_pathway	21	3000			True					
0.36247768853190543	0	t_nk	reactome	pdac_gse263733				BRD2;ITGA4;ITGAL;KAT2B;PSMA7;PSMB6;RPS27A;RUNX3;TGFB1;UBA52;UBB;UBC	1.5970752720613222	7.338306612024705				8.841663879491906e-05	6.6582295130070506e-06	figure4_pathway_top_hits	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	background_significant_pathway	12	3000			True					
0.21505989449050023	0	t_nk	reactome	pdac_gse263733				ARRB2;AXIN1;BCL9L;CALM1;CCDC88C;CSNK1G2;DKK2;FRAT1;GNAO1;GNG2;GNG8;GNGT2;KMT2D;LGR6;PFN1;PORCN;PPP2R5C;PRKCB;PSMA7;PSMB6;RAC2;RPS27A;RUNX3;SKP1;TLE4;TNRC6B;TNRC6C;UBA52;UBB;UBC	1.5862739047500922	4.565652669845697				9.616953787128917e-05	7.350422894575529e-06	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_WNT	background_significant_pathway	34	3000			True					
0.29338996944630746	0	t_nk	reactome	pdac_gse263733				APOB;CASP8;HMGB1;ITGAM;ITGB2;MAPK1;NLRC5;OPTN;PTPN4;RPS27A;S100B;SIGIRR;SKP1;SOCS1;UBA52;UBB;UBC;UBE2D2	1.604927496149159	4.12371104148527				0.0001047340476712171	8.06402996153972e-06	figure4_pathway_top_hits	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	background_significant_pathway	18	3000			True					
0.2994715150559051	0	t_nk	reactome	pdac_gse263733				AIP;BOLA2;CAPZA1;CDC42;CFL1;CNN2;HNRNPA2B1;HNRNPDL;HNRNPF;IFNG;LCP1;MSN;PDCD4;PPIA;PSME2;RAP1B;STAT4	1.6030175967592817	4.607005948858226				0.00012115270317694836	9.396444396634681e-06	figure4_pathway_top_hits	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	background_significant_pathway	17	3000			True					
0.38635451505016727	0	t_nk	reactome	pdac_gse263733				FYN;GAB3;GRAP2;INPP5D;PIK3CD;PIK3R1;RPS27A;UBA52;UBB;UBC	1.6043996506800444	6.296563673019409				0.00014192351595102465	1.1242481669455181e-05	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS	background_significant_pathway	10	3000			True					
0.3526606425702812	0	t_nk	reactome	pdac_gse263733				CX3CR1;HSP90AA1;HSPA8;JAK1;MED10;MED26;NCL;PPP1CA;RPS27A;UBA52;UBB;UBC	1.6053433527280434	5.279554526011149				0.00014236206900731694	1.133176069487653e-05	figure4_pathway_top_hits	REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY	background_significant_pathway	12	3000			True					
0.3040172587131368	0	t_nk	reactome	pdac_gse263733				BAX;CASP4;CASP8;CHMP4A;FASLG;GZMB;HMGB1;HSP90AA1;IRF1;IRF2;RPS27A;STUB1;UBA52;UBB;UBC;UBE2L3	1.604055859736821	4.601119175553322				0.00015593515618615527	1.2504096092298273e-05	figure4_pathway_top_hits	REACTOME_REGULATED_NECROSIS	background_significant_pathway	16	3000			True					
0.2923724635680621	0	t_nk	reactome	pdac_gse263733				CASP8;HMGB1;IL18R1;IL18RAP;IL1RL1;NLRC5;PSMA7;PSMB6;PTPN4;PTPN7;RPS27A;S100B;SIGIRR;SKP1;UBA52;UBB;UBC	1.605163301102707	4.230497945538339				0.00018121794410955384	1.4747072443291791e-05	figure4_pathway_top_hits	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	background_significant_pathway	17	3000			True					
0.3336895779145528	0	t_nk	reactome	pdac_gse263733				CCND3;CDC42;CDC42EP3;DNAJB1;PRKACB;PSMA7;PSMB6;RPS27A;TNRC6B;TNRC6C;UBA52;UBB;UBC	1.6074521733799612	4.512380798275654				0.0001839801738169994	1.5098466846578167e-05	figure4_pathway_top_hits	REACTOME_MAPK6_MAPK4_SIGNALING	background_significant_pathway	13	3000			True					
0.29053854193370277	0	t_nk	reactome	pdac_gse263733				AKT3;CCND2;CCND3;CCNH;CDKN1B;CDKN2D;DBF4;PSMA7;PSMB6;RBL2;RPA2;RPS27A;SKP1;TFDP2;UBA52;UBB;UBC	1.6075467222076418	3.812277642243049				0.0001992852090575949	1.654160796309051e-05	figure4_pathway_top_hits	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	background_significant_pathway	17	3000			True					
0.25496062030649	0	t_nk	reactome	pdac_gse263733				CEP78;CSNK1D;DCTN3;HAUS3;HSP90AA1;OFD1;OPTN;PAFAH1B1;PCM1;PPP1R12A;RAB8A;RPS27A;SFI1;SKP1;SSNA1;TUBA1A;TUBA4A;TUBB4A;TUBB4B;UBA52;UBB;UBC	1.609453504872893	3.053093397820538				0.0002068150688452132	1.7321975719242272e-05	figure4_pathway_top_hits	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	background_significant_pathway	22	3000			True					
0.22617044799077102	0	t_nk	reactome	pdac_gse263733				CALM1;FYN;GRAP2;IGKV3-20;IGLV2-14;IGLV3-1;ITK;LAT;LCP2;MAPK1;MS4A2;NFATC2;NFATC3;PIK3R1;PLCG1;PRKCQ;PSMA7;PSMB6;RASGRP1;RASGRP2;RPS27A;SKP1;TXK;UBA52;UBB;UBC;UBE2D2;VAV3	1.5969868504742635	4.066988309071998				0.00020726386156289195	1.7398487534011773e-05	figure4_pathway_top_hits	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	background_significant_pathway	28	3000			True					
0.28749186567017015	0	t_nk	reactome	pdac_gse263733				ARRB2;CALM1;GNAO1;GNG2;GNG8;GNGT2;PFN1;PRKCB;PSMA7;PSMB6;RAC2;RPS27A;TNRC6B;TNRC6C;UBA52;UBB;UBC	1.5941902200981446	6.155950924162479				0.0002344569639944946	1.9989382470140948e-05	figure4_pathway_top_hits	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	background_significant_pathway	17	3000			True					
